Publication date,URL,Publication date,Author Name,Image URL,Abstract,Abstract Length
2020-01-14,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-14-wissenschaft-unter-freiem-himmel-nationale-geoparks-vermitteln-geologie-als-naturerlebn,14.01.2020,Dr. Jana Scholz,https://www.uni-potsdam.de/fileadmin/_processed_/8/9/csm_01_walk_through_the_Old_Mine_Babina_PL_author_head_office_UGGMA_Artikel_fab2d7d431.jpg,"Höhlen, Meteoritenkrater, alte Bergwerke und riesige Findlinge: Solche und andere regionale Besonderheiten gibt es in deutschen Geoparks zu bestaunen. Sie geben Einblicke in die Millionen Jahre alte Erdgeschichte – mit Fossilien ausgestorbener Saurier, Spuren steinzeitlicher Menschen und Schätzen von Kelten und Römern. Die Parks wollen geologische Sehenswürdigkeiten für Wanderer, Naturfreunde und natürlich für Geologie-Begeisterte erlebbar machen. Zertifiziert werden die Parks von der GeoUnion Alfred-Wegener-Stiftung, dem Zusammenschluss der geowissenschaftlichen Fachverbände, Forschungseinrichtungen und Naturkundemuseen in Deutschland. 34 Einrichtungen sind beteiligt, unter ihnen das Alfred-Wegener-Institut, das GeoForschungsZentrum Potsdam und das Forschungsinstitut Senckenberg. Präsident der 1980 gegründeten Vereinigung ist seit nunmehr sieben Jahren der Potsdamer Geowissenschaftler Prof. Manfred Strecker, PhD. Seitdem ist die GeoUnion am Unicampus Golm angesiedelt.",983
2020-01-14,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-14-der-linguist-gisbert-fanselow-antwortet-auf-die-frage-wie-redet-man-mit-aliens,14.01.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/5/c/csm_AdobeStock_Aliens_222459685_vchalup_Artikel_dd48a71135.jpg,"Wahrscheinlich auf Deutsch. Die Überlegenheit in Wissenschaft und Technik, durch die Aliens zu uns reisen können, würde sich auch auf die Linguistik beziehen und daher würden sie aus den Radio- und Fernsehsendungen, die wir ins All abstrahlen, Deutsch gelernt haben. Vorausgesetzt, die Aliens wollen mit uns reden, und kommen nicht nur, um das Wasser zu klauen.",361
2020-01-15,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-15-erfolgreich-im-spitzen-und-freizeitsport-empfang-fuer-die-aktiven-der-universitaet-pots,15.01.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/2/5/csm_Sportlerempfang_Kevin_Ryl_artikel_7206d2dbcf.jpg,"Sechs Gold- und acht Silbermedaillen bei internationalen Wettkämpfen – das ist die Bilanz der an der Universität Potsdam immatrikulierten Spitzensportlerinnen und -sportler im Jahr 2019. Hinzu kommen neun Siege und zahlreiche zweite und dritte Plätze, die Studierende bei Europäischen und Deutschen Hochschulmeisterschaften errungen haben. Ihre Erfolge würdigte der Präsident der Universität Potsdam, Prof. Oliver Günther, Ph.D., beim Sportlerempfang 2020, zu dem die Hochschule am 14. Januar ins Auditorium maximum auf den Campus Am Neuen Palais eingeladen hatte. Zu den Gratulierenden gehörten auch Wilfried Lausch, Leiter des Olympiastützpunktes Brandenburg, Volker-Gerd Westphal vom Ministerium für Bildung, Jugend und Sport sowie der Bürgermeister der Stadt Potsdam, Burkhard Exner. Die Ehrung wurde umrahmt von Showdarbietungen des Hochschulsports und des Märkischen Turnerbundes.",886
2020-01-16,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-16-so-lehren-wir-streitkultur-neujahrsempfang-2020-an-der-universitaet-potsdam,16.01.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/c/8/csm_2020-01-16_nachrichten_NJE_2020_foto_Karla_Fritze_29c092c61a.jpg,"„In der Wissenschaft hat die Politik nur Platz als Gegenstand der Forschung und Lehre. Aber an der Universität hat die Politik auch einen Platz an sich. Dort haben politische, weltanschauliche oder religiöse Meinungen durchaus einen Anspruch darauf, artikuliert zu werden“, sagte Prof. Oliver Günther, Ph.D. auf dem Neujahrsempfang der Universität Potsdam am 15. Januar in Griebnitzsee. Vor rund 500 Gästen –  darunter auch rund 30 Studierende, die lautstark dagegen protestierten, dass Vertreter aller Parteien  des Landtags und der Stadtverordnetenversammlung zur Veranstaltung eingeladen worden waren – betonte er die Bedeutung von Hochschulen für die Wahrung und Entwicklung von Rede- und Meinungsfreiheit: „Die politische Debatte ist aus meiner Sicht essenzieller Bestandteil unseres Erziehungs- und Bildungsauftrags. Ein Rückzug in den Elfenbeinturm führt in die Irre. Vielmehr ist der offene, persönliche und natürlich auch kontroverse Austausch von politischen Argumenten auf dem Campus wichtig. So lehren und lernen wir debattieren, so lehren und lernen wir Streitkultur. Natürlich wird der Campus damit zum Forum für Diversität und Pluralität, für ein sehr breites Spektrum an Meinungsäußerungen, darunter auch viele, mit denen man als Betrachter oder Teilnehmer teilweise große Probleme hat. Aber genau das macht den politischen Diskurs doch aus.“ Und: „Nicht nur erlaubt, sondern erwünscht ist aus meiner Sicht auch, dass Forscherinnen und Forscher sich – außerhalb des Labors – als Bürger engagieren, wie dies in der Klimadebatte so erfrischend oft erfolgt ist – z.B. in der Scientists-for-Future-Bewegung, die die Fridays-for-Future-Demonstrationen der Schüler unterstützt. Wissenschaftler eröffnen über ihre Erkenntnisse Handlungsspielräume. Handeln muss – nach Würdigung der wissenschaftlichen Erkenntnisse – die Politik. Umso wichtiger, dass der Dialog zwischen Politik und Wissenschaft gut funktioniert und häufig gepflegt wird.“",1947
2020-01-16,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-16-der-maerkische-eulenspiegel-warum-ein-brandenburgischer-schalk-eine-literarische-gattun,16.01.2020,Matthias Zimmermann,https://www.uni-potsdam.de/fileadmin/_processed_/8/4/csm_2019-12-11_pw_nachrichten_Titelblatt-einer-Ausgabe-der-Clauert-Geschichten-von-1673_foto_Kaya-Neutzer_ee3685e9e5.jpg,No abstract found.,0
2020-01-17,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-17-lest-sprecht-seid-polemisch-pierre-heli-monot-forscht-zu-einer-populaeren-philologie-al,17.01.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/f/a/csm_2020-01-17_nachricht_Monot_foto_Karla-Fritze_4466dafd94.jpg,"„Empört Euch!“ – „Wohin steuert Frankreich, Herr Macron?“ – „Lassen Sie die Katalanen abstimmen!“ Sätze, die Geschichte machten. Sie entstammen Büchern, Reden, Pamphleten und haben eines gemeinsam: Sie polarisierten, stießen Diskussionen an, brachten Menschen auf die Straßen. Der Amerikanist und Philosoph Pierre-Héli Monot will herausfinden, woher ihre bewegende Kraft kommt. Und zeigen, dass sie nicht das Ende der demokratischen Streitkultur bilden, sondern ihren Neuanfang.",478
2020-01-23,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-23-wie-technologien-unsere-gefuehle-veraendern-forschende-untersuchen-den-einfluss-von-sen,23.01.2020,Dr. Silke Engel,https://www.uni-potsdam.de/fileadmin/_processed_/4/5/csm_2019-12-12_nachrichten_pw_teddy_AdobeStock_bualuang_fotolia_80e7db8bd8.jpg,"Was passiert, wenn Eltern die Nachtwache am Bett ihres fiebrigen Kindes einem mit Sensoren ausgestatteten Plüsch-Teddy überlassen? Wie bestimmt ein Hundehalsband den Gemütszustand des Vierbeiners? Warum sollten wir über eine Manschette in Echtzeit die Zitterbewegungen eines Parkinson- Patienten nachspüren? Solche Fragen treiben die Wissenschaftlerinnen und Wissenschaftler des Forschungskollegs „SENSING: Zum Wissen sensibler Medien“ um. Das Projekt wird von der VolkswagenStiftung mit rund 1,6 Millionen Euro gefördert. Es bringt für vier Jahre im Brandenburgischen Zentrum für Medienwissenschaften (ZeM) auf interdisziplinäre Weise wissenschaftliche Erkenntnisse und gesellschaftliche Praxis zusammen.",705
2020-01-23,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-23-hochdruck-mineralogie-mit-dem-supercomputer-potsdamer-geoforscher-modellieren-materiali,23.01.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/7/c/csm_2020-01-23_3D-Labor_Corinna_Kallich_7a98f3a4b6.jpg,Von Potsdam bis zur Kern-Mantel-Grenze sind es etwa 3000 Kilometer – senkrecht nach unten. Entlang dieser Strecke erhöhen sich der Druck von einem auf eine Million etwa bar und die Temperatur von null auf etwa 3000 Grad Celsius. Zum Vergleich: Die tiefste Bohrung der Welt reicht bis in zwölf Kilometer Tiefe. Das entspricht in etwa der Entfernung zwischen Babelsberg und Berlin-Dahlem.,386
2020-01-27,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-27-hinter-den-zeichen-prof-dr-eva-kimminich-ueber-die-internationale-woche-der-semiotik,27.01.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/3/5/csm_2020-01-27_Prof_Kimminich_Foto_Thomas_Roese_ec7c1c05ab.jpg,"Mit den Zeichensystemen in unserer Gesellschaft befasst sich die Veranstaltungsreihe „Zeichen unserer Zeit“, die vom 3. bis zum 7. Februar 2020 im Bildungsforum Potsdam sowie im Filmmuseum Potsdam stattfindet. Jana Scholz sprach mit der Initiatorin und Kultursemiotikerin Prof. Dr. Eva Kimminich über die „Semiotische Woche“ und die aktuellen Fragen, mit denen sich die Zeichentheorie beschäftigt.",397
2020-01-29,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-29-komplett-normal-zwei-aeltere-semester-berichten-wie-es-sich-mit-ueber-60-jahren-studier,29.01.2020,Jana Scholz,https://www.uni-potsdam.de/fileadmin/_processed_/9/f/csm_2020-01-29_Daniela-Hartmann-Unibibliothek-Foto-2020-01-Thomas-Roese_ddce5f9db6.jpg,"Etliche Studierende strömen aus den Hörsälen am Campus Griebnitzsee. Im Café Bohne, mitten unter ihnen, sitzt Daniela Hartmann. Anders als die meisten ihrer Kommilitoninnen und Kommilitonen ist sie nicht um die 20, sondern 66. Hartmann studiert im siebten Semester Jura an der Uni Potsdam und ist damit eine von eher wenigen, die im höheren Alter ein ordentliches Studium aufnehmen – weil sie mehr als Gasthörer sein wollen.",424
2020-01-30,https://www.uni-potsdam.de/de/nachrichten/detail/2020-01-30-ich-sehe-was-was-du-siehst-kognitionswissenschaftler-entwickeln-modelle-zur-vorhersage-,30.01.2020,Matthias Zimmermann,https://www.uni-potsdam.de/fileadmin/_processed_/a/b/csm_2019-10-29_nachricht_eye-tracking-prof-engbert_foto_t.hopfgarten_8be66e9a0d.jpg,No abstract found.,0
2020-02-03,https://www.uni-potsdam.de/de/nachrichten/detail/2020-02-03-mehr-als-schnuppern-juniorstudierende-an-der-uni-potsdam,03.02.2020,Magda Pchalek,https://www.uni-potsdam.de/fileadmin/_processed_/4/1/csm_2020-02-03_Mattea-Wernicke_Juniorstium_Foto-Tobias-Hopfgarten_dd14ee13ad.jpg,No abstract found.,0
2020-02-06,https://www.uni-potsdam.de/de/nachrichten/detail/2020-02-06-von-odysseus-reisebuero-bis-aquaman-warum-die-antike-bis-heute-begeistert,06.02.2020,Carolin Krafzik,https://www.uni-potsdam.de/fileadmin/_processed_/5/8/csm_2020-01-17_nachricht_pw_uhink_9ba3fc9a8f.jpg,"Im Kino kämpft die Amazone „Wonder Woman“ gegen den Kriegsgott Ares. Themenparks erschaffen mit römischen Skulpturen und griechischen Tempeln antike Fantasiewelten. Und die Toga, das Alltagskleid des Römers, erfreut sich großer Beliebtheit als Partykostüm. Die Heldengeschichten und Kultur der alten Griechen und Römer sind heute genauso bekannt und beliebt wie bereits im Mittelalter, während der Renaissance oder zur Goethezeit. Die Antike ist in der Popkultur angekommen – und hat nichts von ihrem Unterhaltungswert eingebüßt. Warum das so ist, erforscht Filippo Carlà-Uhink, Professor für die Geschichte des Altertums an der Universität Potsdam.",649
2020-02-13,https://www.uni-potsdam.de/de/nachrichten/detail/2020-02-13-zehn-fragen-fuer-ein-buch-so-sie-meinen-also-es-gibt-ihn-nicht-der-teufel-in-der-russis,13.02.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/d/b/csm_2020-02-13_Franz_10_Fragen_Foto_Juliane_Voigt_artikel_7be26c0639.jpg,"Zehn Fragen für ein Buch, gestellt an Norbert P. Franz, Autor des Buches „‚So, Sie meinen also, es gibt ihn nicht?‘ -Der Teufel in der russischen Literatur“, Universitätsverlag 2019.",182
2020-02-13,https://www.uni-potsdam.de/de/nachrichten/detail/2020-02-13-zum-schutz-aller-menschen-die-juristen-andreas-zimmermann-und-norman-weiss-ueber-das-me,13.02.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/c/e/csm_2020-02-07_pw_prof-zimmermann_und_dr-weiss_Foto_ZIM_TobiasHopfgarten_53bb94cbe5.jpg,"Über 70 Jahre sind seit der Erklärung des humanitären Völkerrechts und der Menschenrechte vergangen. Seither stehen beide nebeneinander – und gleichzeitig vor gemeinsamen Aufgaben. Im MenschenRechtsZentrum (MRZ) der Universität Potsdam wird zu beiden Rechtsgebieten seit über 25 Jahren geforscht. Prof. Dr. Andreas Zimmermann, Direktor des MRZ, und Prof. Dr. Norman Weiß, langjähriger Mitarbeiter der Einrichtung, sprachen mit Dr. Jana Scholz über die Ziele des MRZ und die globalen Herausforderungen für das humanitäre Völkerrecht und die Menschenrechte.",555
2020-02-13,https://www.uni-potsdam.de/de/nachrichten/detail/2020-02-13-fuer-die-menschenrechte-starkmachen-die-politikwissenschaftlerin-dr-nina-reiners-erhael,13.02.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/d/6/csm_2020-02-13_Reiners_Foto_Nina_Reiners_cbb29f7a37.jpg,"Ab 2020 ist Deutschland erneut für drei Jahre als Mitglied im UN-Menschenrechtsrat vertreten. Die Bundesregierung spricht von einem „Vertrauensbeweis“, Menschenrechtsorganisationen setzen weltweit große Hoffnungen in die Mitgliedschaft. Doch was bedeutet das – für die Menschenrechte, aber auch für Deutschland? Matthias Zimmermann sprach mit Dr. Nina Reiners. Die Politikwissenschaftlerin forscht zur Entwicklung des Menschenrechtsvertragssystems – und erhält den Dissertationspreis 2019 der Deutschen Gesellschaft für die Vereinten Nationen e.V. (DGVN). Am 27. Februar wird ihr der Preis in der Berlin-Brandenburgischen Akademie der Wissenschaften offiziell verliehen. Anschließend diskutiert die Wissenschaftlerin mit anderen Expertinnen und Experten darüber, welche Rolle Deutschland in den kommenden Jahren im UN-Menschenrechtssystem spielen kann.",852
2020-02-19,https://www.uni-potsdam.de/de/nachrichten/detail/2020-02-19-schoen-wars-the-new-twenties-impressionen-vom-8-ball-der-universitaet-potsdam,19.02.2020,Magda Pchalek,https://www.uni-potsdam.de/fileadmin/_processed_/0/3/csm_2020-02-19_nachricht_uniball2020_39_Foto_rotschwarzdesign_c79efd1744.jpg,No abstract found.,0
2020-02-20,https://www.uni-potsdam.de/de/nachrichten/detail/2020-02-20-schritt-fuer-schritt-warum-sporttherapie-bei-depressionen-helfen-kann,20.02.2020,Matthias Zimmermann,https://www.uni-potsdam.de/fileadmin/_processed_/9/6/csm_2020-01-20_pw_Heissel_Foto_Kaya_Neutzer_3de00e60f7.jpg,No abstract found.,0
2020-02-20,https://www.uni-potsdam.de/de/nachrichten/detail/2020-02-20-wollen-wir-dass-eine-kuenstliche-intelligenz-recht-spricht-it-und-medienrechtler-bjoern,20.02.2020,Matthias Zimmermann,https://www.uni-potsdam.de/fileadmin/_processed_/f/d/csm_2020-02-20_DSC3559-Steinr%C3%B6tter-TRoese_62d67f01a9.jpg,No abstract found.,0
2020-02-20,https://www.uni-potsdam.de/de/nachrichten/detail/2020-02-20-wir-alle-sollten-fuer-soziale-gerechtigkeit-streiten-der-sozialwissenschaftler-roland-v,20.02.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/f/2/csm_2020-02-20_Prof.-Dr.-Roland-Verwiebe_Foto_Kaya-Neutzer_e072d0d09e.jpg,"2009 initiierten die Vereinten Nationen den „Welttag der sozialen Gerechtigkeit“. Seitdem wird am 20. Februar an das Leitbild der sozialen Gerechtigkeit in Gemeinschaften erinnert. Matthias Zimmermann und Magda Pchalek sprachen mit Roland Verwiebe, Professor für Sozialstrukturanalyse und soziale Ungleichheit, über Ideal und Wirklichkeit und die Möglichkeiten der Forschung, an beidem mitzuwirken.",398
2020-02-20,https://www.uni-potsdam.de/de/nachrichten/detail/2020-02-20-potsdamer-expertise-fuer-die-bundesregierung-expertenkommission-forschung-und-innovatio,20.02.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/0/3/csm_2020-02-20_EFI_Gutachten%C3%BCbergabe_2020_4374_Foto_David_Ausserhofer_6c283b1ef5.jpg,"Die Expertenkommission Forschung und Innovation (EFI), deren stellvertretende Vorsitzende Prof. Dr. Katharina Hölzle von der Universität Potsdam ist, hat heute ihr aktuelles Jahresgutachten an Bundeskanzlerin Angela Merkel übergeben. Die EFI leistet wissenschaftliche Politikberatung für die Bundesregierung und legt regelmäßig Gutachten zu Forschung, Innovation und technologischer Leistungsfähigkeit Deutschlands vor.",419
2020-02-20,https://www.uni-potsdam.de/de/nachrichten/detail/2020-02-20-da-lernten-sich-ziege-und-kaninchen-gut-kennen-warum-die-verhaltensbiologin-madlen-zieg,20.02.2020,No author found.,https://www.uni-potsdam.de/fileadmin/_processed_/f/3/csm_2020-02-20_Madlen_Ziege_Foto_Kathleen_Friedrich_5ba266fab1.jpg,"Dr. Madlen Ziege kennt sich mit Kommunikation aus: Sie weiß, wie Pilze, Pflanzen, Ein- und Mehrzeller Informationen austauschen und warum. Als Verhaltensbiologin hat sie die Beziehungen des Atlantikkärpflings erforscht und die – für uns Menschen – ungewöhnlichen Wege von Wildkaninchen untersucht und dazu wissenschaftlich publiziert. Über diese und viele weitere Kommunikationsformen und -wege im Tier- und Pflanzenreich hat sie nun ein Buch geschrieben, um zu zeigen, dass es „Kein Schweigen im Walde“ gibt. Matthias Zimmermann sprach mit ihr über tierische Verständigung, Wissenschaft für jedermann und was wir von der Natur in Sachen Kommunikation lernen können.",666
